title,directors,ratingValue,casts,cover,detailLink,year,types,countrys,lang,datePublished,movieTime,starsLen,stars,summary,imgList,movieUrl
魔女宅急便 魔女の宅急便,宫崎骏,8.7,"高山南,佐久间玲,户田惠子,山口胜平,信泽三惠子,加藤治子,关弘子,三浦浩一,山寺宏一,井上喜久子,渊崎由里子,土井美加,土师孝也,浅井淑子,齐藤昌,西村知道,小林优子,池水通洋,辻亲八,大塚明夫,坂本千夏,田口昂,键本景子,津贺有子,龟井芳子,丸山裕子",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456676352.jpg,https://movie.douban.com/subject/1307811/,1989,"动画,奇幻,冒险",日本,日语,1989-07-29(日本),103分钟,486928,"47.5%,42.2%,9.9%,0.4%,0.1%",琪琪今年13岁了，按照魔法界的规矩，魔法少女年满13岁就要出外进行为期一年的修行。所以琪琪带着宠物黑猫吉吉踏上了修行之旅。然而，修行之旅开始得并不顺利，当琪琪来到海边一座大城市时，人们并没有欢迎她的到来，人人都不搭理她。幸亏琪琪有一颗善良的心，当她拾到了一件别人的失物时，热心的琪琪找到了失主。她的善良赢得了面包店老板娘的好感，琪琪就在面包店开始了她用飞行魔法为客人服务的快递业务。琪琪很快适应了新环境，一次，一个热衷于飞机制造的男孩邀请琪琪去参加飞行俱乐部的聚会，途中琪琪因为帮一位老大娘送东西而被雨淋了。从此，琪琪突然发现自己的魔法正在一天天变弱。,"https://img9.doubanio.com/view/photo/sqxs/public/p570509636.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2204869418.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p991902795.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2204870780.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2413278706.jpg",
大佛普拉斯,黄信尧,8.7,"庄益增,陈竹升,戴立忍,张少怀,陈以文,纳豆,丁国琳,李永丰,朱约信,雷婕熙,林美秀,小亮哥,游安顺,梁赫群,脱线,郑宇彤,鲁文学",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2505928032.jpg,https://movie.douban.com/subject/27059130/,2017,"剧情,喜剧",中国台湾,"闽南语,汉语普通话","2017-10-13(中国台湾),2017-06-29(台北电影节)",102分钟,501275,"48.8%,41.2%,8.8%,0.9%,0.3%",菜埔（庄益增 饰）是一家雕塑厂的夜间保安，家中有一位重病的老母亲需要照顾。肚财（陈竹昇 饰）是菜埔唯一的朋友，菜埔经常在值夜班的时候把肚财叫过来和他作伴。一天，两人突发奇想决定看一看菜埔的老板黄启文（戴立忍 饰）的行车记录仪里记录了哪些影像，希望向来风流的老板能够贡献出一些精彩的片段以解两个独身男人内心里的寂寞之苦。,"https://img9.doubanio.com/view/photo/sqxs/public/p2505927824.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2505927911.jpg","https://movie.douban.com/trailer/222402/#content,https://movie.douban.com/video/107175/"
贫民窟的百万富翁 Slumdog Millionaire,"丹尼·博伊尔,洛芙琳·坦丹",8.6,"戴夫·帕特尔,沙鲁巴·舒克拉,亚尼·卡普尔,拉詹德拉纳斯·祖特施,吉尼瓦·塔瓦尔,芙蕾达·平托,伊尔凡·可汗,爱资哈尔丁·穆罕默德·伊斯梅尔,阿什·马赫什·舍德卡,马赫什·曼杰瑞卡,麦活·米泰尔",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2434249040.jpg,https://movie.douban.com/subject/2209573/,2008,"剧情,爱情",英国,"英语,印地语,法语,德语","2009-03-26(中国大陆),2008-08-30(特柳赖德电影节),2009-01-09(英国)",120分钟,771353,"43.0%,44.8%,11.4%,0.7%,0.2%",2006年，印度孟买。,"https://img1.doubanio.com/view/photo/sqxs/public/p1860935990.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p1860944425.jpg","https://movie.douban.com/trailer/239253/#content,https://movie.douban.com/video/100888/"
遗愿清单 The Bucket List,罗伯·莱纳,8.7,"杰克·尼科尔森,摩根·弗里曼,西恩·海耶斯,贝弗利·陶德,罗伯·莫洛,阿方索·弗里曼,罗文娜·金,韦尔达·布里奇斯,伊恩·安东尼·代尔,詹妮弗·迪弗朗西斯科,安吉拉·加德纳,诺尔·古格雷米,乔纳森·赫尔南德斯,休·B·赫鲁伯,理查德·麦克格纳格尔,丸山凯伦,安波米德,尼基·诺瓦克,克里斯托弗·斯塔普勒顿,泰勒.安.汤普森,亚历克斯·崔贝克,Annton Berry Jr.,Destiny Brownridge,Brian Copeland,乔丹·朗德,Jonathan Mangum,瑟瑞娜·里德,MaShae Alderman,Vin Scully",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2676812053.jpg,https://movie.douban.com/subject/1867345/,2007,"剧情,喜剧,冒险",美国,英语,"2007-12-25(多伦多电影节),2008-01-11(美国)",97 分钟,491926,"47.5%,41.5%,10.3%,0.6%,0.1%",老富翁爱德华•科尔（杰克•尼克尔森 Jack Nicholson 饰）近年来在公立医院的私有化改造事业中获利颇丰，他为节省成本，规定病房“一房两床”的做法颇受非议，但性格强势的科尔不以为意，岂料他不久被检查出罹患癌症，本欲入住单人病房的科尔在舆论压力下只得与另一位病人——老卡特（摩根•弗里曼 Morgan Freeman 饰）同处一室。汽车修理技师老卡特博闻强识，将三个子女培养成才，但代价是牺牲了年轻时要做历史教授的梦想。曾经结婚多次如今却孤身一人的科尔逐渐对卡特产生了兴趣，两位老人在病房中结下了友谊。科尔偶然发现了卡特的“遗愿清单”，他决定运用自己的力量，让那些纸面上的疯狂构想一一实现，去发现人生的真正意义……,"https://img9.doubanio.com/view/photo/sqxs/public/p457111136.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p457111011.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p457111229.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p457111292.jpg",https://movie.douban.com/trailer/104310/#content
东邪西毒 東邪西毒,王家卫,8.6,"张国荣,林青霞,梁朝伟,张学友,张曼玉,刘嘉玲,梁家辉,杨采妮,邹兆龙",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1982176012.jpg,https://movie.douban.com/subject/1292328/,1994,"剧情,动作,爱情,武侠,古装","中国香港,中国台湾","粤语,汉语普通话","1994-09-17(中国大陆),1994-09-12(威尼斯电影节)",98分钟,599710,"48.1%,38.3%,11.9%,1.3%,0.5%",在恋人（张曼玉）负气嫁给兄长的当晚，欧阳锋（张国荣）黯然离开白陀山，走进沙漠某个小镇，成为一名杀手中介人。他的朋友、风流剑客黄药师（梁家辉）每年都来小镇与他畅饮，酒话里有关白陀山的消息令他忘却往事的念想渐次演变成自欺行为。,"https://img9.doubanio.com/view/photo/sqxs/public/p957711536.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p957707911.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2013633686.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p952240679.jpg",https://movie.douban.com/trailer/145722/#content
你看起来好像很好吃 おまえうまそうだな,藤森雅也,8.9,"山口胜平,爱河里花子,加藤清史郎,原田知世,川岛得爱,折笠富美子,桐本拓哉,别所哲也,矢田稔,川村万梨阿,高乃丽,小室正幸,江川央生,志村知幸,胜沼纪义,井田国男,宫西达也,宫西美奈子",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p709670262.jpg,https://movie.douban.com/subject/4848115/,2010,"剧情,动画,儿童",日本,日语,2010-10-16(日本),90分钟,349192,"55.1%,35.2%,8.8%,0.6%,0.2%",哈特（山口胜平 饰）是一只被草食性恐龙养大的霸王龙。其实，早在它破壳而出时，草食性恐龙的首领就曾命令哈特的母亲（原田知世 饰）抛弃它，但母亲却最终还是偷偷把它养大。随着年龄的增长，每天只吃野果的哈特每天饥饿难耐，最终还是抵不住本能的驱使，开始了自己食肉的残暴生涯。然而，由于母亲的影响，在哈特的内心深处，始终涌动着一颗善良的心灵。一天，偶尔遇到一只破壳而出的食草恐龙宝宝，哈特阴差阳错的被恐龙宝宝误认为是“爸爸”，而且为小恐龙取名为“很美味”，自此开始了又一段奇异的恐龙父子情。然而，伴随着生存环境的恶化，恐龙们的生存遭受着前所未有的破坏，哈特和它的亲人最终能否经得起考验……,"https://img3.doubanio.com/view/photo/sqxs/public/p2511431617.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2511431619.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2511431621.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2511431231.jpg",https://movie.douban.com/trailer/137707/#content
末路狂花 Thelma & Louise,雷德利·斯科特,8.9,"吉娜·戴维斯,苏珊·萨兰登,哈威·凯特尔,迈克尔·马德森,布拉德·皮特",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910924635.jpg,https://movie.douban.com/subject/1291992/,1991,"剧情,惊悚,犯罪","美国,英国,法国",英语,"1991-05-24(美国),1991-05-29(法国)",130 分钟,289411,"56.6%,35.1%,7.5%,0.6%,0.2%",该片被认为是向男权社会发出抗争的女性主义电影代表作。,"https://img3.doubanio.com/view/photo/sqxs/public/p2506337042.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p590245216.jpg","https://movie.douban.com/trailer/137758/#content,https://movie.douban.com/video/103446/"
可可西里,陆川,8.9,"多布杰,张垒,奇道,赵雪莹,马占林,赵一穗",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2363208684.jpg,https://movie.douban.com/subject/1308857/,2004,"剧情,犯罪","中国大陆,中国香港","汉语普通话,藏语","2004-10-01(中国大陆),2005-04-21(中国香港)",85分钟(中国大陆),319337,"53.8%,37.5%,7.9%,0.5%,0.2%",尕玉（张磊 饰）本来是个警察，为了调查藏羚羊猎杀状况，他假扮记者身份，随考察团来到可可西里——那里气候寒冷、空气稀薄，含氧量极低。就在这个人类生存的“禁区”，尕玉目睹了一幕幕人性的贪婪以及人类与环境的狂暴冲突。首先是藏羚羊保护站的巡山队员被盗猎人枪杀，接下来他们见到了悲惨的一幕：盗猎者逃走，只留下众多只剩嶙峋白骨的藏羚羊。巡山队员在恶劣的环境中追捕凶手，最终只夺回了一部份的藏羚羊皮毛。一方面要与恶劣的自然环境抗争、另一方面还要与凶残的盗猎者周旋，巡山队员和尕玉面临着生死考验。,"https://img9.doubanio.com/view/photo/sqxs/public/p769394886.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p769401337.jpg","https://movie.douban.com/trailer/137727/#content,https://movie.douban.com/video/104095/"
城市之光 City Lights,查理·卓别林,9.3,"查理·卓别林,弗吉尼亚·切瑞尔,佛罗伦斯·李,亨利·伯格曼,珍·哈露",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2170238828.jpg,https://movie.douban.com/subject/1293908/,1931,"剧情,喜剧,爱情",美国,英语,"1931-01-30(洛杉矶首映),1931-03-07(美国)",87 分钟,156926,"70.7%,25.0%,3.9%,0.3%,0.1%",他是一个流浪汉（查理·卓别林 Charles Chaplin 饰），身无分文，遇上了双目失明的卖花女，却不忍袖手旁观。他想尽办法去凑够费用，供卖花女治病。一天，他搭救了一个富翁，富翁当晚和他称兄道弟，第二天却翻脸不认人。本来打算向他求助的主意行不通了。流浪汉去参加拳击比 赛，以图获得奖金，却输得一败涂地。谁知这时重遇富翁，二人不计前嫌，富翁答应出钱资助卖花女。在交给流浪汉1000元后，富翁遭到偷袭，身上剩下的钱被强盗抢走。流浪汉奋不顾身去追赶，却因为误会被警察押回警局坐牢。另一方面，卖花女凭借流浪汉的资助重获光明，开了一家体面的花店。,"https://img9.doubanio.com/view/photo/sqxs/public/p2561548684.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2159326805.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2159326874.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p1568830597.jpg",https://movie.douban.com/trailer/137617/#content
源代码 Source Code,邓肯·琼斯,8.5,"杰克·吉伦哈尔,维拉·法米加,米歇尔·莫纳汉,杰弗里·怀特,拉塞尔·皮特斯,詹姆斯·A·伍兹,迈克尔·阿登,乔·柯布登 ,卡斯·安瓦尔",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p988260245.jpg,https://movie.douban.com/subject/3075287/,2011,"科幻,悬疑,惊悚","美国,加拿大",英语,"2011-08-30(中国大陆),2011-03-11(西南偏南电影节),2011-04-01(美国)",93分钟,870675,"40.4%,47.3%,11.6%,0.6%,0.1%",在阿富汗执行任务的美国空军飞行员科特史蒂文斯上尉（杰克·吉伦哈尔 Jake Gyllenhaal 饰）突然惊醒，发现自己在一辆高速行驶的列车上，而他的身边坐着一个素不相识的女子克里斯蒂安（米歇尔·莫娜汉 Michelle Monaghan 饰）正在与自己讲话。科尔不知自己为什么会在这辆车上，而且他发现自己居然是以另一个人的身份存在，正当他迷惑不解的时候，列车上忽然发生爆炸……,"https://img1.doubanio.com/view/photo/sqxs/public/p887967199.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p965229804.jpg","https://movie.douban.com/trailer/104704/#content,https://movie.douban.com/video/102830/"
黑天鹅 Black Swan,达伦·阿伦诺夫斯基,8.6,"娜塔莉·波特曼,米拉·库尼斯,文森特·卡塞尔,芭芭拉·赫希,薇诺娜·瑞德,本杰明·米派德,克塞尼亚·索罗,克里斯汀娜·安娜波,詹妮特·蒙哥马利,塞巴斯蒂安·斯坦,托比·海明威,塞尔吉奥·托拉多,马克·马戈利斯,蒂娜·斯隆,亚伯拉罕·阿罗诺夫斯基,夏洛特·阿罗诺夫斯基,玛西娅·让·库尔茨,肖恩·奥哈根,克里斯托弗·加廷,黛博拉·奥夫纳,斯坦利·B·赫尔曼,库尔特·弗勒曼,帕特里克·赫辛格,莎拉·海伊",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2549648344.jpg,https://movie.douban.com/subject/1978709/,2010,"剧情,惊悚",美国,"英语,法语,意大利语","2010-09-01(威尼斯电影节),2010-12-17(美国)",108分钟,807259,"42.4%,45.1%,11.5%,0.8%,0.2%",纽约剧团要重排《天鹅湖》，因前领舞Beth（薇诺娜•赖德 Winona Ryder 饰）离去，总监Thomas（文森特•卡索尔 Vincent Cassel. 饰）决定海选新领舞，且要求领舞要分饰黑天鹅与白天鹅。Nina（娜塔莉•波特曼Natalie Portman 饰）自幼练习芭蕾舞，在母亲的细心关照下，技艺出众。这次，她希望可以脱颖而出。然而，在竞争中，她发现心机颇重的Lily（米拉•库妮丝 Mila Kunis 饰）是自己的强劲对手。在选拔中，她的白天鹅表演的无可挑剔，但是黑天鹅不及Lily。她感到身心俱疲，回家还发现了背部的红斑与脚伤。她一个人找到总监，希望争取一下。总监趁机亲吻她，却被她强硬拒绝。结果，总监居然选了她。队友怀疑她靠色相上位。在酒会上，Beth甚至当众发泄。这种压力外加伤病，一直影响着她的发挥。总监启发她要释放激情，表现出黑天...,"https://img3.doubanio.com/view/photo/sqxs/public/p736024037.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2555852224.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p569094504.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p787940848.jpg",https://movie.douban.com/trailer/137640/#content
海边的曼彻斯特 Manchester by the Sea,肯尼思·洛纳根,8.6,"卡西·阿弗莱克,卢卡斯·赫奇斯,米歇尔·威廉姆斯,C·J·威尔逊,凯尔·钱德勒,卡拉·海沃德,格瑞辰·摩尔,泰特·多诺万,埃里卡·麦克德莫特,希瑟·伯恩斯,蜜西·雅格,斯蒂芬·亨德森,本·汉森,玛丽·梅伦,安东尼·埃斯特拉,苏珊·波尔法,罗伯特·塞拉,卡罗琳·皮克曼,约什·汉密尔顿,肖恩·菲茨吉本,肯尼思·洛纳根,安娜·巴瑞辛尼科夫,利亚姆·麦克尼尔,马修·布罗德里克,Kt·巴达萨罗,威廉·博恩凯塞尔,弗兰克·达戈斯蒂诺,托马斯·马里亚诺",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2421855655.jpg,https://movie.douban.com/subject/25980443/,2016,"剧情,家庭",美国,英语,"2017-08-25(中国大陆),2016-01-23(圣丹斯电影节),2016-11-18(美国)",137分钟,587657,"43.8%,43.4%,11.5%,1.0%,0.2%",李（卡西·阿弗莱克 Casey Affleck 饰）是一名颓废压抑的修理工，在得知哥哥乔伊（凯尔·钱德勒 Kyle Chandler 饰）去世的消息后，李回到了故乡——海边的曼彻斯特处理乔伊的后事。根据乔伊的遗嘱，李将会成为乔伊的儿子帕特里克（卢卡斯·赫奇斯 Lucas Hedg es 饰）的监护人，李打算将帕特里克带回波士顿，但很显然帕特里克并不愿意离开家乡和朋友们，但李亦不愿在这片伤心地久留。,"https://img9.doubanio.com/view/photo/sqxs/public/p2426032055.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2402150318.jpg","https://movie.douban.com/trailer/220207/#content,https://movie.douban.com/video/103856/"
波西米亚狂想曲 Bohemian Rhapsody,布莱恩·辛格,8.6,"拉米·马雷克,本·哈迪,约瑟夫·梅泽罗,格威利姆·李,艾伦·里奇,露西·宝通,艾丹·吉伦,汤姆·霍兰德尔,麦克·梅尔斯,阿隆·麦克卡斯克,梅内卡·达斯,迪基·博,蒂姆· 普莱斯特,杰克·罗斯,马克斯·班内特,基兰·哈德卡斯托,罗斯·格林,布鲁斯·麦克金伦,米歇尔·邓肯,马特·格林伍德,罗茜·本杰明,约翰·奥特曼,詹姆斯·华莱士,文森特·阿德里安,拉斯科·阿特金斯,乔纳森·奇塔姆,迈克尔·科布,耶稣·加洛,亚当·兰伯特,豪尔赫·莱昂·马丁内斯,杰森· 莱恩斯,伊斯雷尔·鲁兹",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2549558913.jpg,https://movie.douban.com/subject/5300054/,2018,"剧情,同性,音乐,传记","英国,美国",英语,"2019-03-22(中国大陆),2018-11-02(美国)",135分钟,641237,"47.7%,38.7%,12.1%,1.3%,0.2%",本片是对皇后乐队、传奇主唱弗雷迪·莫库里以及他们音乐的致敬盛宴，这是一段充满爱、痛苦、接纳和音乐的旅程。,"https://img3.doubanio.com/view/photo/sqxs/public/p2531515582.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2546131031.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2525677271.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2520574043.jpg",https://movie.douban.com/trailer/233799/#content
疯狂的麦克斯4：狂暴之路 Mad Max: Fury Road,乔治·米勒,8.7,"汤姆·哈迪,查理兹·塞隆,尼古拉斯·霍尔特,休·基斯-拜恩,乔什·赫尔曼,内森·琼斯,佐伊·克罗维兹,罗茜·汉丁顿-惠特莉,丽莉·吉欧,阿比·丽,考特尼·伊顿,安格斯·桑普森,理查德·卡特,梅根·盖尔,肖恩·哈普",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2236181653.jpg,https://movie.douban.com/subject/3592854/,2015,"动作,科幻,冒险","澳大利亚,美国","英语,俄语","2015-05-14(澳大利亚),2015-05-15(美国)",120分钟,569445,"49.7%,37.1%,11.4%,1.4%,0.5%",未来世界，水资源短缺引发了连绵的战争。人们相互厮杀，争夺有限的资源，地球变成了血腥十足的杀戮死战场。面容恐怖的不死乔在戈壁山谷建立了难以撼动的强大武装王国，他手下的战郎驾驶装备尖端武器的战车四下抢掠，杀伐无度，甚至将自己的孩子打造成战争机器。在最近一次行动中，不死乔的得力战将弗瑞奥萨（查理兹·塞隆 Charlize Theron 饰）带着生育者们叛逃，这令不死乔恼羞成怒，发誓要追回生育者。经历了激烈的追逐战和摧毁力极强的沙尘暴，弗瑞奥萨和作为血主的麦克斯（汤姆·哈迪 Tom Hardy 饰）被迫上路，而身后不仅有不死乔的追兵，还有汽油镇、子弹农场的重兵追逐。,"https://img9.doubanio.com/view/photo/sqxs/public/p2241795754.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2243487485.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2241795263.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2122812601.jpg",https://movie.douban.com/trailer/173798/#content
真爱至上 Love Actually,理查德·柯蒂斯,8.5,"休·格兰特,连姆·尼森,科林·费尔斯,劳拉·琳妮,艾玛·汤普森,艾伦·瑞克曼,凯拉·奈特莉,托马斯·布罗迪-桑斯特,比尔·奈伊,玛汀·麦古基安,马丁·弗瑞曼,克里斯·马歇尔,罗德里戈·桑托罗,罗温·艾金森,比利·鲍伯·松顿,安德鲁·林肯,露西娅·莫尼斯,海克·玛卡琪",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p475600770.jpg,https://movie.douban.com/subject/1292401/,2003,"剧情,喜剧,爱情","英国,美国,法国","英语,葡萄牙语,法语","2003-09-07(多伦多电影节),2003-11-06(美国),2003-11-21(英国)",135分钟,764537,"45.7%,38.1%,14.2%,1.6%,0.5%",这是一出10个爱情故事串成的喜剧杂烩：,"https://img9.doubanio.com/view/photo/sqxs/public/p475608725.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2608459569.jpg","https://movie.douban.com/trailer/312214/#content,https://movie.douban.com/video/100236/"
雨人 Rain Man,巴瑞·莱文森,8.7,"达斯汀·霍夫曼,汤姆·克鲁斯,瓦莱丽亚·戈利诺,邦尼·亨特,贝丝·格兰特,杰克·霍夫曼,克里斯·马尔基,杰拉尔德·R·莫伦,卢辛达·珍妮,拉尔夫·塞莫,迈克尔·D·罗伯茨,罗伊斯·D.阿普勒加特,路易莎·莱斯金",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2353324612.jpg,https://movie.douban.com/subject/1291870/,1988,剧情,美国,"英语,意大利语",1988-12-16(美国),133分钟,420092,"47.2%,43.2%,8.9%,0.5%,0.1%",查理（汤姆·克鲁斯 Tom Cruise 饰）父亲去世，留下了300万美元的遗产。然而令他意外的是，遗产全部给了一个他不认识的哥哥雷蒙（达斯汀·霍夫曼 Dustin Hoffman 饰）。雷蒙的名字查理从没听过，这个事件让他气愤不已。他决定前去寻找哥哥。谁知雷蒙的住处就在一个精神病院里，原来他自幼患有自闭症，母亲去世后就被送到精神病院治疗。查理心中有了算计，他把雷蒙带出精神病院，企图骗他出让遗产。,"https://img3.doubanio.com/view/photo/sqxs/public/p2353251917.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p1050640745.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2353251195.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2353253625.jpg",https://movie.douban.com/trailer/137641/#content
青蛇,徐克,8.6,"张曼玉,王祖贤,赵文卓,吴兴国,马精武,田丰,刘洵",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2570901292.jpg,https://movie.douban.com/subject/1303394/,1993,"剧情,爱情,奇幻,古装","中国香港,中国大陆","粤语,汉语普通话",1993-11-04(中国香港),99分钟,552132,"45.3%,42.2%,11.6%,0.7%,0.2%",南宋是一个人妖难分的时期，法海和尚（赵文卓 饰）到处收服妖精，也扰乱了在西湖底修炼的白青二蛇。青（张曼玉 饰）曾获白（王祖贤 饰）相救，二者便以姐妹相称。姐妹俩受惑佯装成人生活在民间，白更嫁于老实书生许仙，青也同时看上了许仙，便常常以媚态勾引许仙，无奈许仙只深爱白一个。白开设了药店，以为可以自此过上安定的生活，可许仙却受不了青的百般挑逗，更发现了青白二蛇的真实身份，可他却不舍得离开家中的天姿国色。法海得知了青白二蛇的下落，更抓走了许仙。原来白为了爱情放弃修成正果，更怀有了身孕。为了救回丈夫，二蛇与法海展开了搏斗……,"https://img9.doubanio.com/view/photo/sqxs/public/p503803674.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p584324969.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p503805145.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p584023549.jpg",https://movie.douban.com/video/100955/
爱乐之城 La La Land,达米恩·查泽雷,8.4,"瑞恩·高斯林,艾玛·斯通,约翰·传奇,罗丝玛丽·德薇特,芬·维特洛克,杰西卡·罗德,水野索诺娅,考莉·埃尔南德斯,J·K·西蒙斯,汤姆·艾弗瑞特·斯科特,米根·费伊,达蒙·冈普顿,贾森·福克斯,乔什·平茨,艾米·科恩,特里·沃尔特斯,汤姆·谢尔顿,信达·亚当斯,克劳丁·克劳迪奥,D·A·瓦拉赫,特雷弗·里斯奥尔,奥莉维亚·汉密尔顿,安娜·查泽雷,马里乌斯·代·弗里斯,妮科尔·库隆,迈尔斯·安德森,约翰·辛德曼,瓦拉里·雷·米勒,基夫·范登·霍伊维尔,佐伊·霍尔,登普西·帕皮恩,辛德拉·车",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2901102612.jpg,https://movie.douban.com/subject/25934014/,2016,"剧情,爱情,歌舞",美国,英语,"2017-02-14(中国大陆),2023-12-22(中国大陆重映),2016-08-31(威尼斯电影节),2016-12-25(美国)",128分钟,999615,"43.5%,37.8%,15.9%,2.2%,0.6%",米娅（艾玛·斯通 Emma Stone 饰）渴望成为一名演员，但至今她仍旧只是片场咖啡厅里的一名平凡的咖啡师，尽管不停的参加着大大小小的试镜，但米娅收获的只有失败。某日，在一场派对之中，米娅邂逅了名为塞巴斯汀（瑞恩·高斯林 Ryan Gosling 饰）的男子，起初两人之间产生了小小的矛盾，但很快，米娅便被塞巴斯汀身上闪耀的才华以及他对爵士乐的纯粹追求所吸引，最终两人走到了一起。,"https://img9.doubanio.com/view/photo/sqxs/public/p2427660405.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2415552018.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2426954687.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2395517724.jpg",https://movie.douban.com/trailer/313845/#content
初恋这件小事 สิ่งเล็กเล็กที่เรียกว่า...รัก,"普特鹏·普罗萨卡·那·萨克那卡林,华森·波克彭",8.5,"平采娜·乐维瑟派布恩,马里奥·毛瑞尔,苏达拉·布查蓬,雅尼卡·桑普蕾舞,诺特·阿查拉那·阿瑞亚卫考,皮拉瓦特·赫拉巴特,普特鹏·普罗萨卡·那·萨克那卡林,华森·波克彭",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1505312273.jpg,https://movie.douban.com/subject/4739952/,2010,"剧情,喜剧,爱情",泰国,"泰语,印度尼西亚语,英语","2012-06-05(中国大陆),2010-08-12(泰国)",118分钟(泰国),1008105,"42.1%,41.6%,14.6%,1.3%,0.3%",初中生小水相貌平平，家境一般，所以在学校里并不受重视。但是她心地善良，又有一群死党，日子过得倒也开心。某天，她遇见了帅气的学长阿亮（马里奥·毛瑞尔 Mario Maurer 饰），春心萌动，无 法遏制。她喜欢看他踢足球，看他拍照，如痴如狂。上英语课时，她不停地给死党传纸条 表达对阿亮的爱慕。然而，英语老师则指出她除了英语一无是处。回到家，叔叔从美国捎来了父亲的消息，说如果她能考全校第一，就可以去美国。于是，她按下决心要努力加油。某天，小水等人在买饮料时，碰到篮球队员蛮横插队。阿亮挺身而出，为她们教训了对方，并挨了校长的责骂。小水也第一次听说，阿亮的父亲因为射失点球而退役的事情，理解了他心中的隐痛。由于舞蹈队是给美女准备的，所以小水等一干姐妹准备在话剧社大展身手，没想到学长也来到这个社团。两人还扮演王子公主，他们的恋情会由此展开么？……,"https://img3.doubanio.com/view/photo/sqxs/public/p1571472027.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p1571473740.jpg","https://movie.douban.com/trailer/115501/#content,https://movie.douban.com/video/105462/"
